CA2013
 1.00300     0.00429
 1.00052     0.00627
 0.99663     0.00920
 0.99252     0.01205
 0.98809     0.01485
 0.98328     0.01764
 0.97795     0.02054
 0.97207     0.02361
 0.96571     0.02682
 0.95895     0.03007
 0.95189     0.03336
 0.94459     0.03667
 0.93702     0.03996
 0.92920     0.04330
 0.92113     0.04664
 0.91288     0.04998
 0.90449     0.05333
 0.89602     0.05660
 0.88750     0.05984
 0.87893     0.06302
 0.87027     0.06617
 0.86151     0.06929
 0.85270     0.07236
 0.84391     0.07538
 0.83519     0.07831
 0.82647     0.08119
 0.81766     0.08404
 0.80876     0.08682
 0.79980     0.08957
 0.79088     0.09225
 0.78203     0.09487
 0.77316     0.09744
 0.76419     0.09998
 0.75507     0.10250
 0.74586     0.10499
 0.73666     0.10743
 0.72756     0.10984
 0.71851     0.11224
 0.70949     0.11460
 0.70046     0.11695
 0.69142     0.11931
 0.68237     0.12168
 0.67330     0.12405
 0.66423     0.12648
 0.65511     0.12897
 0.64592     0.13144
 0.63667     0.13391
 0.62747     0.13631
 0.61840     0.13862
 0.60950     0.14084
 0.60073     0.14301
 0.59196     0.14517
 0.58307     0.14732
 0.57401     0.14946
 0.56484     0.15154
 0.55572     0.15354
 0.54677     0.15542
 0.53800     0.15723
 0.52936     0.15897
 0.52072     0.16066
 0.51206     0.16231
 0.50338     0.16386
 0.49476     0.16531
 0.48633     0.16659
 0.47810     0.16777
 0.47003     0.16883
 0.46200     0.16982
 0.45392     0.17075
 0.44574     0.17160
 0.43747     0.17238
 0.42924     0.17306
 0.42116     0.17361
 0.41327     0.17406
 0.40552     0.17444
 0.39781     0.17473
 0.39003     0.17495
 0.38212     0.17512
 0.37404     0.17521
 0.36590     0.17515
 0.35782     0.17499
 0.34989     0.17469
 0.34206     0.17429
 0.33427     0.17378
 0.32642     0.17322
 0.31843     0.17255
 0.31033     0.17176
 0.30220     0.17086
 0.29416     0.16984
 0.28626     0.16869
 0.27847     0.16746
 0.27067     0.16612
 0.26281     0.16469
 0.25483     0.16315
 0.24683     0.16149
 0.23891     0.15969
 0.23115     0.15783
 0.22353     0.15587
 0.21596     0.15384
 0.20834     0.15171
 0.20065     0.14943
 0.19294     0.14701
 0.18530     0.14447
 0.17781     0.14182
 0.17046     0.13908
 0.16317     0.13628
 0.15587     0.13335
 0.14856     0.13025
 0.14129     0.12702
 0.13419     0.12370
 0.12727     0.12035
 0.12048     0.11697
 0.11373     0.11349
 0.10699     0.10982
 0.10032     0.10601
 0.09383     0.10213
 0.08761     0.09828
 0.08159     0.09445
 0.07571     0.09058
 0.06996     0.08658
 0.06440     0.08253
 0.05909     0.07851
 0.05409     0.07460
 0.04938     0.07082
 0.04491     0.06703
 0.04071     0.06325
 0.03677     0.05954
 0.03315     0.05595
 0.02984     0.05260
 0.02683     0.04938
 0.02408     0.04629
 0.02155     0.04326
 0.01922     0.04030
 0.01707     0.03745
 0.01510     0.03473
 0.01329     0.03219
 0.01165     0.02981
 0.01016     0.02759
 0.00880     0.02549
 0.00757     0.02355
 0.00646     0.02173
 0.00546     0.02002
 0.00456     0.01839
 0.00375     0.01682
 0.00303     0.01530
 0.00240     0.01386
 0.00185     0.01241
 0.00137     0.01091
 0.00096     0.00954
 0.00062     0.00842
 0.00034     0.00706
 0.00013     0.00534
-0.00002     0.00366
-0.00010     0.00262
-0.00012     0.00230
-0.00007     0.00168
 0.00004     0.00047
 0.00023    -0.00116
 0.00050    -0.00250
 0.00087    -0.00333
 0.00134    -0.00429
 0.00192    -0.00534
 0.00260    -0.00617
 0.00338    -0.00685
 0.00426    -0.00741
 0.00524    -0.00783
 0.00632    -0.00805
 0.00751    -0.00815
 0.00879    -0.00818
 0.01014    -0.00818
 0.01155    -0.00816
 0.01302    -0.00813
 0.01455    -0.00812
 0.01616    -0.00813
 0.01786    -0.00817
 0.01966    -0.00823
 0.02157    -0.00828
 0.02361    -0.00832
 0.02581    -0.00831
 0.02817    -0.00826
 0.03073    -0.00818
 0.03353    -0.00805
 0.03660    -0.00794
 0.03995    -0.00778
 0.04362    -0.00761
 0.04759    -0.00734
 0.05190    -0.00700
 0.05658    -0.00654
 0.06176    -0.00600
 0.06752    -0.00539
 0.07385    -0.00465
 0.08060    -0.00381
 0.08766    -0.00288
 0.09505    -0.00193
 0.10277    -0.00096
 0.11078     0.00012
 0.11897     0.00128
 0.12729     0.00247
 0.13576     0.00365
 0.14438     0.00488
 0.15317     0.00617
 0.16210     0.00751
 0.17114     0.00886
 0.18027     0.01019
 0.18947     0.01157
 0.19869     0.01303
 0.20791     0.01452
 0.21708     0.01600
 0.22624     0.01746
 0.23540     0.01892
 0.24462     0.02043
 0.25390     0.02197
 0.26320     0.02354
 0.27251     0.02509
 0.28185     0.02661
 0.29119     0.02813
 0.30054     0.02966
 0.30990     0.03122
 0.31922     0.03281
 0.32851     0.03440
 0.33776     0.03593
 0.34697     0.03744
 0.35620     0.03896
 0.36544     0.04049
 0.37471     0.04207
 0.38397     0.04364
 0.39319     0.04519
 0.40235     0.04664
 0.41143     0.04805
 0.42040     0.04935
 0.42929     0.05061
 0.43817     0.05182
 0.44709     0.05300
 0.45608     0.05409
 0.46513     0.05512
 0.47414     0.05600
 0.48304     0.05679
 0.49183     0.05748
 0.50059     0.05810
 0.50943     0.05869
 0.51848     0.05920
 0.52776     0.05966
 0.53718     0.06005
 0.54658     0.06036
 0.55586     0.06063
 0.56500     0.06089
 0.57407     0.06115
 0.58315     0.06139
 0.59229     0.06163
 0.60147     0.06183
 0.61064     0.06198
 0.61978     0.06212
 0.62887     0.06222
 0.63795     0.06231
 0.64702     0.06240
 0.65609     0.06247
 0.66513     0.06250
 0.67413     0.06252
 0.68309     0.06250
 0.69204     0.06245
 0.70101     0.06240
 0.71002     0.06231
 0.71900     0.06217
 0.72787     0.06199
 0.73650     0.06170
 0.74495     0.06133
 0.75327     0.06089
 0.76158     0.06037
 0.76993     0.05975
 0.77830     0.05905
 0.78660     0.05826
 0.79478     0.05737
 0.80285     0.05638
 0.81090     0.05529
 0.81897     0.05411
 0.82709     0.05282
 0.83520     0.05144
 0.84327     0.04995
 0.85123     0.04838
 0.85912     0.04670
 0.86698     0.04492
 0.87482     0.04306
 0.88266     0.04109
 0.89050     0.03900
 0.89833     0.03680
 0.90610     0.03452
 0.91376     0.03216
 0.92125     0.02976
 0.92852     0.02730
 0.93560     0.02480
 0.94251     0.02221
 0.94935     0.01954
 0.95616     0.01674
 0.96288     0.01387
 0.96933     0.01101
 0.97532     0.00832
 0.98072     0.00576
 0.98562     0.00324
 0.99012     0.00072
 0.99432    -0.00189
 0.99700    -0.00369
